0.0235453,0.0205062,0.0185631,0.0138421,0.00677735,0.0106819,0.131607,0.194627,0.169182,0.124788,0.0462052,0.00572662,0.00265732,0.0256133,0.0225276,0.0203928,0.0142924,0.00277872,0.124061,0.0979226,0.070922,0.0941689,0.0720841,0.0531321,0.0616328,0.0149812,0.0277346,0.0236464,0.0204629,0.00991021,0.0235683,0.151685,0.0890239,0.0784233,0.100629,0.0829177,0.0888799,0.0831466,0.0930871,0.0301093,0.0267432,0.0210228,0.00503872,0.0473555,0.135195,0.0665748,0.0710808,0.0713192,0.0716766,0.0978253,0.105712,0.113323,0.0322772,0.0278414,0.0248662,0.00638821,0.0357652,0.109226,0.0445825,0.0648948,0.0922653,0.0906554,0.100726,0.0988765,0.10118,0.0313317,0.0288971,0.0264796,0.0217427,0.00194481,0.0855393,0.075631,0.0479497,0.0496786,0.0533875,0.0706723,0.0743998,0.0838902,0.0324649,0.0301033,0.0236614,0.0232743,0.0176162,0.00345169,0.124384,0.143985,0.0865935,0.0579802,0.0539876,0.0641124,0.0587448,0.0336189,0.0312707,0.0265732,0.0225332,0.0197907,0.0171146,0.0107796,0.00618692,0.0174484,0.0053804,0.00809878,0.0103873,0.001697,0.0335533,0.027955,0.026633,0.0245595,0.0217081,0.0192915,0.0177656,0.0163274,0.0165927,0.0145204,0.0124773,0.00948403,0.00530563,0.0334908,0.0299333,0.0277287,0.0255583,0.0235407,0.0220725,0.0193623,0.0169943,0.0159649,0.0141003,0.0138466,0.0127264,0.00832468,
0.0235453,0.0205062,0.0185631,0.0138421,0.00677735,0.0106819,0.131607,0.194627,0.169182,0.124788,0.0462052,0.00572662,0.00265732,0.0256133,0.0225276,0.0203928,0.0142924,0.00277872,0.124061,0.0979226,0.070922,0.0941689,0.0720841,0.0531321,0.0616328,0.0149812,0.0277346,0.0236464,0.0204629,0.00991021,0.0235683,0.151685,0.0890239,0.0784233,0.100629,0.0829177,0.0888799,0.0831466,0.0930871,0.0301093,0.0267432,0.0210228,0.00503872,0.0473555,0.135195,0.0665748,0.0710808,0.0713192,0.0716766,0.0978253,0.105712,0.113323,0.0322772,0.0278414,0.0248662,0.00638821,0.0357652,0.109226,0.0445825,0.0648948,0.0922653,0.0906554,0.100726,0.0988765,0.10118,0.0313317,0.0288971,0.0264796,0.0217427,0.00194481,0.0855393,0.075631,0.0479497,0.0496786,0.0533875,0.0706723,0.0743998,0.0838902,0.0324649,0.0301033,0.0236614,0.0232743,0.0176162,0.00345169,0.124384,0.143985,0.0865935,0.0579802,0.0539876,0.0641124,0.0587448,0.0336189,0.0312707,0.0265732,0.0225332,0.0197907,0.0171146,0.0107796,0.00618692,0.0174484,0.0053804,0.00809878,0.0103873,0.001697,0.0335533,0.027955,0.026633,0.0245595,0.0217081,0.0192915,0.0177656,0.0163274,0.0165927,0.0145204,0.0124773,0.00948403,0.00530563,0.0334908,0.0299333,0.0277287,0.0255583,0.0235407,0.0220725,0.0193623,0.0169943,0.0159649,0.0141003,0.0138466,0.0127264,0.00832468,
0.0234855,0.0204501,0.0185109,0.013795,0.00676523,0.0107498,0.131755,0.194785,0.169328,0.124892,0.046253,0.00572828,0.00264227,0.025551,0.0224691,0.020338,0.0142558,0.00282368,0.12419,0.0980078,0.0710165,0.0942648,0.0721698,0.0532088,0.0617027,0.0149897,0.0276708,0.0235852,0.020408,0.00989295,0.0236653,0.151791,0.0890995,0.0785105,0.100728,0.0830079,0.0889775,0.0832392,0.0931881,0.0300418,0.0266783,0.0209617,0.00503524,0.0474829,0.135299,0.066647,0.0711627,0.0713954,0.0717559,0.0979275,0.105816,0.113428,0.0322085,0.0277752,0.0248025,0.00637919,0.0358747,0.109318,0.0446458,0.0649804,0.0923626,0.0907481,0.100829,0.0989738,0.101286,0.0312617,0.0288297,0.026416,0.0216983,0.00196697,0.0856521,0.075705,0.0480152,0.0497449,0.0534534,0.0707516,0.0744847,0.0839883,0.0323948,0.0300346,0.023604,0.0232135,0.0175784,0.00348955,0.124528,0.144106,0.0866786,0.0580526,0.0540621,0.0641879,0.0588075,0.0335475,0.0312007,0.0265109,0.0224746,0.0197338,0.0170684,0.0107505,0.00619079,0.0174717,0.00535565,0.00805254,0.01035,0.00170292,0.0334833,0.0278889,0.0265692,0.0244984,0.0216533,0.0192372,0.0177138,0.0162751,0.0165406,0.0144705,0.0124335,0.00944802,0.00529934,0.0334207,0.0298658,0.0276637,0.0254959,0.023479,0.0220148,0.0193068,0.0169425,0.0159158,0.0140529,0.0137984,0.0126826,0.00830034,
0.0224398,0.0194724,0.0175781,0.0129885,0.00620097,0.0112239,0.133892,0.197484,0.171865,0.12699,0.0474315,0.00595276,0.00232698,0.0244625,0.0214462,0.0193625,0.013428,0.00286503,0.126293,0.099755,0.0724792,0.096039,0.0736105,0.0544143,0.0630685,0.0155717,0.0265385,0.0225392,0.0194309,0.00919889,0.0244411,0.15408,0.0906552,0.0799647,0.102476,0.0844645,0.0905683,0.084796,0.0949043,0.0288647,0.025568,0.0199774,0.00455586,0.0486768,0.13743,0.0678974,0.0725132,0.0727919,0.073046,0.0995795,0.107574,0.115311,0.0309901,0.0266431,0.0237321,0.00583195,0.0368886,0.111256,0.0456239,0.0662811,0.0940342,0.0923093,0.102531,0.10068,0.10304,0.0300629,0.027677,0.0253103,0.0206831,0.00188846,0.0873152,0.0772367,0.0491514,0.0508696,0.0545823,0.0720749,0.0758744,0.0855454,0.0311741,0.0288588,0.0225543,0.022176,0.0166457,0.00342636,0.126591,0.146333,0.0883243,0.0593131,0.0552442,0.0655122,0.0601055,0.0323061,0.0300031,0.0254017,0.0214517,0.0187752,0.016162,0.0100244,0.00605411,0.017931,0.005174,0.00742094,0.00960805,0.00164507,0.0322419,0.0267544,0.0254601,0.0234318,0.0206559,0.0183077,0.0168062,0.0153942,0.0156309,0.0136147,0.011652,0.0087644,0.00478274,0.0321805,0.0286923,0.0265328,0.0244087,0.0224354,0.0210088,0.0183639,0.0160547,0.0150554,0.0132399,0.0129818,0.0118898,0.00764712,
0.0224398,0.0194724,0.0175781,0.0129885,0.00620097,0.0112239,0.133892,0.197484,0.171865,0.12699,0.0474315,0.00595276,0.00232698,0.0244625,0.0214462,0.0193625,0.013428,0.00286503,0.126293,0.099755,0.0724792,0.096039,0.0736105,0.0544143,0.0630685,0.0155717,0.0265385,0.0225392,0.0194309,0.00919889,0.0244411,0.15408,0.0906552,0.0799647,0.102476,0.0844645,0.0905683,0.084796,0.0949043,0.0288647,0.025568,0.0199774,0.00455586,0.0486768,0.13743,0.0678974,0.0725132,0.0727919,0.073046,0.0995795,0.107574,0.115311,0.0309901,0.0266431,0.0237321,0.00583195,0.0368886,0.111256,0.0456239,0.0662811,0.0940342,0.0923093,0.102531,0.10068,0.10304,0.0300629,0.027677,0.0253103,0.0206831,0.00188846,0.0873152,0.0772367,0.0491514,0.0508696,0.0545823,0.0720749,0.0758744,0.0855454,0.0311741,0.0288588,0.0225543,0.022176,0.0166457,0.00342636,0.126591,0.146333,0.0883243,0.0593131,0.0552442,0.0655122,0.0601055,0.0323061,0.0300031,0.0254017,0.0214517,0.0187752,0.016162,0.0100244,0.00605411,0.017931,0.005174,0.00742094,0.00960805,0.00164507,0.0322419,0.0267544,0.0254601,0.0234318,0.0206559,0.0183077,0.0168062,0.0153942,0.0156309,0.0136147,0.011652,0.0087644,0.00478274,0.0321805,0.0286923,0.0265328,0.0244087,0.0224354,0.0210088,0.0183639,0.0160547,0.0150554,0.0132399,0.0129818,0.0118898,0.00764712,
0.022494,0.0195229,0.0176259,0.01303,0.00622011,0.011148,0.133743,0.19736,0.171755,0.126897,0.0473474,0.00591354,0.00233134,0.0245204,0.0215004,0.0194128,0.0134659,0.00283357,0.126149,0.0996465,0.0723792,0.0959209,0.073516,0.0543184,0.0629637,0.0155039,0.0265991,0.0225948,0.0194803,0.00921857,0.0243663,0.153935,0.0905529,0.0798669,0.10236,0.0843513,0.0904477,0.0846794,0.0947887,0.0289278,0.0256273,0.0200307,0.00457199,0.0485852,0.137304,0.0678093,0.0724132,0.0726884,0.0729444,0.0994651,0.107456,0.115188,0.0310533,0.0267025,0.0237869,0.00586157,0.0368348,0.111133,0.0455438,0.066195,0.0939329,0.0922077,0.102419,0.100567,0.102925,0.0301274,0.0277377,0.0253672,0.0207356,0.00189655,0.0872251,0.07711,0.0490568,0.0507872,0.0545008,0.0719837,0.0757752,0.0854295,0.0312398,0.0289208,0.0226095,0.0222267,0.0166937,0.00343637,0.126511,0.146178,0.0881673,0.059202,0.0551662,0.0654826,0.0600937,0.032372,0.0300664,0.0254596,0.0215071,0.0188254,0.0162178,0.0100649,0.00608724,0.017964,0.00521096,0.00746391,0.00963581,0.0016564,0.0323075,0.026815,0.0255183,0.0234873,0.0207088,0.0183581,0.0168545,0.0154405,0.0156762,0.0136574,0.0116914,0.0087987,0.00480794,0.0322451,0.0287543,0.0265922,0.0244655,0.0224897,0.0210618,0.0184143,0.0161018,0.0150994,0.0132815,0.0130222,0.011928,0.00767847,
0.0234496,0.0204114,0.0184689,0.0137461,0.00669527,0.0105454,0.131388,0.194514,0.169108,0.124648,0.0460264,0.00557693,0.00256374,0.0255195,0.0224334,0.0202994,0.0141899,0.00263497,0.123852,0.0976651,0.0706788,0.0939538,0.0718198,0.0528738,0.0614027,0.0148089,0.027641,0.0235525,0.0203674,0.00979062,0.0233989,0.151433,0.0886804,0.0780929,0.100333,0.0825487,0.088566,0.08286,0.0928426,0.0300149,0.0266496,0.0209266,0.00491445,0.0471807,0.134965,0.0662227,0.0707388,0.0710126,0.0712839,0.0974846,0.105396,0.113041,0.0321818,0.0277468,0.0247658,0.00627517,0.0356219,0.10903,0.0442614,0.0645927,0.0920008,0.0903173,0.100407,0.0985778,0.1009,0.0312387,0.0288025,0.0263824,0.0216445,0.00182473,0.0853217,0.0753765,0.0476846,0.0494078,0.053087,0.0703262,0.0740729,0.0836054,0.032372,0.030009,0.0235638,0.0231801,0.0175043,0.00329192,0.124226,0.143762,0.086319,0.057697,0.0537129,0.0639168,0.0586075,0.033525,0.0311765,0.0264782,0.0224402,0.0196959,0.0170194,0.0106636,0.00607294,0.0173471,0.00526214,0.00796533,0.0102307,0.00158366,0.0334592,0.0278604,0.0265394,0.0244644,0.0216275,0.0192276,0.0176862,0.016239,0.0164831,0.0144089,0.012375,0.00939319,0.0052306,0.0333956,0.0298401,0.0276353,0.0254634,0.0234463,0.0219936,0.0192832,0.0169133,0.015892,0.0140249,0.0137439,0.0126224,0.00823276,
0.0245296,0.0214151,0.0194204,0.0145616,0.00725845,0.00996345,0.128861,0.191399,0.166201,0.122157,0.0445477,0.00518898,0.00281747,0.0266476,0.0234886,0.0212989,0.0150206,0.00247717,0.121407,0.0954715,0.0688302,0.0918052,0.0699644,0.0512999,0.059688,0.01402,0.0288166,0.0246345,0.0213699,0.0104681,0.0224159,0.14869,0.0866208,0.0761781,0.0981335,0.0805796,0.0865095,0.0808631,0.0907164,0.0312424,0.0278031,0.021947,0.0053655,0.0457393,0.132366,0.0644628,0.0689234,0.0691819,0.0694829,0.0953344,0.103143,0.110698,0.0334529,0.0289244,0.0258805,0.00680267,0.0343902,0.106695,0.0428407,0.0628645,0.0898981,0.0882532,0.0982162,0.096398,0.0986938,0.0324903,0.0300032,0.027531,0.0226813,0.00180893,0.0833221,0.0734576,0.0461982,0.0479098,0.0515519,0.0685288,0.072221,0.0816182,0.0336467,0.0312351,0.0246495,0.0242485,0.018432,0.00321121,0.121801,0.141078,0.0842757,0.0560528,0.0521369,0.0622053,0.0569888,0.0348229,0.0324269,0.0276281,0.0234956,0.0206818,0.0179379,0.0113607,0.00611052,0.0167216,0.00531542,0.00852016,0.0109131,0.00156047,0.0347559,0.0290417,0.0276893,0.025568,0.0226663,0.0202109,0.0186294,0.017145,0.0173953,0.0152634,0.0131542,0.0100775,0.0057284,0.034691,0.0310617,0.0288095,0.0265901,0.024525,0.0230454,0.0202673,0.0178363,0.0167885,0.0148705,0.0145633,0.0134132,0.00887312,
0.0245732,0.0214626,0.0194706,0.0146181,0.00730676,0.0101001,0.129176,0.191656,0.166414,0.122427,0.0448179,0.00537681,0.00291138,0.0266871,0.023532,0.0213461,0.0150798,0.00261049,0.1217,0.0958457,0.069158,0.0921219,0.070319,0.0516337,0.060007,0.0142524,0.0288535,0.0246765,0.0214179,0.0105445,0.0226017,0.149074,0.0870685,0.0765888,0.0985263,0.0810425,0.0869214,0.0812492,0.0910615,0.0312767,0.0278413,0.0219911,0.00544452,0.0459405,0.132737,0.0649121,0.0693462,0.0695764,0.069956,0.0957698,0.103566,0.111089,0.0334872,0.0289626,0.0259233,0.00686742,0.0345497,0.107018,0.0432414,0.0632391,0.0902578,0.0886881,0.0986342,0.0968022,0.0990745,0.0325234,0.0300401,0.0275718,0.0227251,0.00190904,0.0835963,0.0738164,0.0465309,0.0482503,0.0519229,0.0689546,0.0726328,0.0819949,0.0336786,0.0312707,0.0246915,0.0242956,0.0184946,0.00334595,0.122036,0.141447,0.0846604,0.0564173,0.0524832,0.0624827,0.0572,0.0348546,0.0324612,0.0276676,0.0235376,0.0207291,0.0179841,0.0114356,0.00620451,0.0168324,0.00543998,0.00863663,0.0110364,0.00165805,0.0347877,0.0290786,0.0277287,0.02561,0.0226971,0.0202281,0.0186634,0.0171899,0.0174626,0.0153337,0.013219,0.0101335,0.00577534,0.034724,0.0310973,0.0288476,0.0266309,0.0245686,0.0230745,0.020299,0.0178718,0.0168197,0.0149051,0.0146274,0.0134791,0.0089317,
0.0245732,0.0214626,0.0194706,0.0146181,0.00730676,0.0101001,0.129176,0.191656,0.166414,0.122427,0.0448179,0.00537681,0.00291138,0.0266871,0.023532,0.0213461,0.0150798,0.00261049,0.1217,0.0958457,0.069158,0.0921219,0.070319,0.0516337,0.060007,0.0142524,0.0288535,0.0246765,0.0214179,0.0105445,0.0226017,0.149074,0.0870685,0.0765888,0.0985263,0.0810425,0.0869214,0.0812492,0.0910615,0.0312767,0.0278413,0.0219911,0.00544452,0.0459405,0.132737,0.0649121,0.0693462,0.0695764,0.069956,0.0957698,0.103566,0.111089,0.0334872,0.0289626,0.0259233,0.00686742,0.0345497,0.107018,0.0432414,0.0632391,0.0902578,0.0886881,0.0986342,0.0968022,0.0990745,0.0325234,0.0300401,0.0275718,0.0227251,0.00190904,0.0835963,0.0738164,0.0465309,0.0482503,0.0519229,0.0689546,0.0726328,0.0819949,0.0336786,0.0312707,0.0246915,0.0242956,0.0184946,0.00334595,0.122036,0.141447,0.0846604,0.0564173,0.0524832,0.0624827,0.0572,0.0348546,0.0324612,0.0276676,0.0235376,0.0207291,0.0179841,0.0114356,0.00620451,0.0168324,0.00543998,0.00863663,0.0110364,0.00165805,0.0347877,0.0290786,0.0277287,0.02561,0.0226971,0.0202281,0.0186634,0.0171899,0.0174626,0.0153337,0.013219,0.0101335,0.00577534,0.034724,0.0310973,0.0288476,0.0266309,0.0245686,0.0230745,0.020299,0.0178718,0.0168197,0.0149051,0.0146274,0.0134791,0.0089317,
